1 1.5708
2 1.0472
3 0.8411
4 0.7227
5 0.6435
6 0.5857
7 0.5411
8 0.5054
9 0.4759
10 0.4510
11 0.4297
12 0.4111
13 0.3948
14 0.3803
15 0.3672
16 0.3554
17 0.3447
18 0.3349
19 0.3259
20 0.3176
